ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Nombre del atributo 4","Valor(es) del atributo 4","Atributo visible 4","Atributo global 4","Nombre del atributo 5","Valor(es) del atributo 5","Atributo visible 5","Atributo global 5","Nombre del atributo 6","Valor(es) del atributo 6","Atributo visible 6","Atributo global 6","Nombre del atributo 7","Valor(es) del atributo 7","Atributo visible 7","Atributo global 7","Nombre del atributo 8","Valor(es) del atributo 8","Atributo visible 8","Atributo global 8","Nombre del atributo 9","Valor(es) del atributo 9","Atributo visible 9","Atributo global 9","Nombre del atributo 10","Valor(es) del atributo 10","Atributo visible 10","Atributo global 10","Nombre del atributo 11","Valor(es) del atributo 11","Atributo visible 11","Atributo global 11","Nombre del atributo 12","Valor(es) del atributo 12","Atributo visible 12","Atributo global 12","Nombre del atributo 13","Valor(es) del atributo 13","Atributo visible 13","Atributo global 13","Nombre del atributo 14","Valor(es) del atributo 14","Atributo visible 14","Atributo global 14"
\n
\nPosee amplia cocina - comedor, baño, dormitorio principal y amplio entre piso.
\n
\nTOTAL: 48.86M²
\n
\nTodos los servicios: Gas natural, calefactores, ascensor.
\n
\nCONSULTANOS!",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.22-AM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-11.45.48-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-11.45.47-AM-2.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-11.45.47-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-11.45.46-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.24-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.22-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.16-AM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.20-AM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.13-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.14-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.23-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.14-AM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.21-AM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.23-AM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.15-AM-4.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.20-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.19-AM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-13-at-9.39.18-AM-1.jpeg",,,,,,,,,0,,"Cantidad de ambientes",3,1,1,Localidades,"Mar de Ajó",1,1,Servicios,"Agua corriente, Calefacción, Electricidad, Gas natural, Vídeo cable",1,1,Operación,Venta,1,1,Propiedad,Departamento,1,1,"Estado de Propiedad","A estrenar",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,simple,,,"PH | Calle N° 62 entre 8 y 9 | Mar del Tuyu",1,0,hidden,,"Departamento PH con muy pocos años de uso, posee amplia cocina, comedor, 2 dormitorios, baño, espacio guarda-coche y parrilla.
\n<ul>
\n 	<li>50M²</li>
\n</ul>
\nSE VENDE AMOBLADO!.
\n
\nCONSULTANOS SI TE INTERESA ESTA PROPIEDAD.",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-11-22-at-12.31.40-PM-1-2.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-11-22-at-12.31.40-PM-1-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.35-PM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.36-PM-5.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.37-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.36-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.36-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.37-PM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.37-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.36-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.34.36-PM.jpeg",,,,,,,,,0,,"Estado de Propiedad","Muy bueno",1,1,Operación,Venta,1,1,Propiedad,PH,1,1,Localidades,"Mar del Tuyú",1,1,"Cantidad de ambientes",3,1,1,Dormitorios,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,simple,,,"Departamento| Costanera  N° 3010| San Bernardo",1,0,hidden,,"Excelente Piso frente al mar sobre calle Costanera, a pocas cuadras del Centro Comercial de San Bernardo. El mismo cuenta con imponente vista al mar desde su amplio balcón en el 1° piso por ascensor en edificio de 1° Categoría Demor X.
\n
\nTotal: 128m²
\n
\nEl departamento posee amplia cocina, comedor, living, 3 dormitorios, 2 baños, lavadero y cochera cubierta, también cuenta con quincho de uso común.
\n
\nTODOS LOS SERVICIOS: Gas Natural, portero permanente, cámaras.
\n
\nSE VENDE AMOBLADO.
\n
\n&nbsp;
\n
\nCONSULTANOS POR ESTA INCREIBLE PROPIEDAD!",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.29-PM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-15.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.27-PM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-6.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.29-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM-6.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-1-1.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-12.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-5.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM-7.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.31-PM-5.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-8.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-7.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.38.56-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-13.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-11.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-9.jpeg, https://administracionminini.com/wp-content/uploads/2022/10/WhatsApp-Image-2022-10-14-at-1.36.30-PM-10.jpeg",,,,,,,,,0,,Ambientes,"Balcon, Baño, Cocina, Comedor, Dormitorio, Garage, Lavadero, Quincho",1,1,Propiedad,Departamento,1,1,Dormitorios,3,1,1,Servicios,"Agua corriente, Calefacción, Electricidad, Gas natural, Internet, Seguridad, Teléfono",1,1,Operación,Venta,1,1,Localidades,"San Bernardo",1,1,"Estado de Propiedad",Excelente,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,simple,,,"Casa| Almirante Brown N° 287 | Mar de Ajo",1,0,visible,,"Espectacular casa sobre lote de 1400m² + dos dptos. + quincho y amplio garaje + piscina. La unidad principal cuenta, en planta baja, con dos living (Orientación norte y sur), cocina, comedor, 4 dormitorios, 2 baños y galería con comunicación entre sus ambientes. En planta alta cuenta con playroom, dos dormitorios, un baño y 1 baulera.
\nEn un bloque separado encontramos dos dptos. (1 en planta baja y 1 en primer piso) de dos ambientes cada uno, constituidos por living comedor con cocina incorporada, un baño y un dormitorio.
\nQuincho cubierto con parrilla, garage de generosas dimensiones con baño. Imponente parque con piscina de 12mts x 5 mts. Gas natural conectado.
\nIdeal para la explotación como hostel, geriátrico, colonia de vacaciones, complejo turístico, etc.
\nSe ofrece financiación a 5 años, sin interés los primeros dos años y con el 1% mensual para los tres años siguientes. Se escucha oferta de contado.",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.39-PM-3-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.29-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.28-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.28-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.29-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.25-PM-8.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.25-PM-6.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.26-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.31-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.30-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.30-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.31-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.26-PM-6.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.26-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.25-PM-7.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.24-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.40-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.23-PM-5.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.23-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.23-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.37-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.35-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.36-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.35-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.33-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.34-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.34-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.39-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.38-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.38-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.37-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.37-PM-4.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-29-at-6.22.33-PM-3.jpeg",,,,,,,,,0,,Localidades,"Mar de Ajó",1,1,Operación,Venta,1,1,Propiedad,Inversión,1,1,"Estado de Propiedad","Muy bueno",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,simple,,,"Casa| calle 94 N° 1614 | Mar de Tuyu",1,0,hidden,,"Ideal para Inversores!
\n
\n&nbsp;
\n
\nAmplia casa construida en lote de 411,50 mts² Totales, ubicada en barrio Residencial de Mar de tuyu a 100 mts del acceso a la localidad próximo a ruta Inter-balnearia.
\n
\nIdeal para vivienda permanente, a 15 cuadras del mar.
\n
\nEl lote presenta planos de construcción aprobados para amplia casa con parque, quincho y lavadero.
\n
\nTERMINACIONES CON CERRAMIENTOS EN ALUMINIO Y DOBLE VIDRIO.
\n
\nSISTEMA PREPARADO PARA CALEFACCION POR LOSA RADIANTE.
\n
\nSISTEMA PARA ABLANDAMIENTO DEL AGUA.
\n
\nCONSULTANOS!!!",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-05-at-4.17.35-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-05-at-4.14.26-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.41-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.45-PM-1-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.50-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.48-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.46-PM-2-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.43-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.42-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-04-at-2.19.44-PM-5.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/3.jpeg",,,,,,,,,0,,Localidades,"Mar del Tuyú",1,1,Propiedad,Casa,1,1,Operación,Venta,1,1,"Estado de Propiedad","A TERMINAR",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,simple,,,"Lote| Falkner N° 1960 | San Bernardo",1,0,visible,,"Lotes a la Venta en Manzana 230 de la Localidad de San Bernardo del Tuyu, ubicada sobre ruta Inter-balnearia, en el ingreso a dicha Localidad, sobre calle asfaltada.
\n
\nLos Lotes van desde los U$S 24.000 (600mts²)  a los U$S 60.000 (720mts²)
\n
\nZONA EN AUGE!
\n
\nLos lotes van desde 405mts² hasta 736mts².
\n
\nFINANCIACION DIRECTA, CONSULTE POR SU PLAN DE PAGOS!
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-06-at-12.46.32-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-06-at-12.46.32-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-06-at-12.46.33-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-06-at-12.46.33-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/plano-juan-5-pdf.jpg",,,,,,,,,0,,Propiedad,Lote,1,1,Localidades,"San Bernardo",1,1,Operación,Venta,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,simple,,,"Duplex| Calle N° 21 N° 2740 | San Bernardo",1,0,visible,,"<div class=""titulo2"">DESCRIPCIÓN</div>
\n&nbsp;
\n
\nDuplex ubicado sobre calle 21,de la ciudad balnearia de San Bernardo, a metros de una de las  Avenidas principales y a 600 metros de la entrada principal a la ciudad.
\n
\nEn la zona donde esta situado,es un lugar ideal para el descanso y vivienda permanente a metros también de la conocida escuela secundaria EES 4 "" Francisco P. Moreno"" .
\n
\nEn las cercanías se encuentra una conocida cancha de padel ""Arena 21 padel"",como así también la "" Capilla de Cacupe""
\n
\nMuy cerca de la terminal de ómnibus.
\n
\nEn una mayoría los residentes del lugar son permanentes.
\n
\nEn su construcción cuenta con:
\n
\n* Dos habitaciones
\n
\n* Cocina
\n
\n* Living-comedor
\n
\n* Baño completo(uno)
\n
\n* Toilette
\n
\n* Lavadero
\n
\n* Patio
\n
\n* Parrilla
\n
\n* Espacio vehicular para mas de un vehículo.
\n
\n¡¡CONSULTE PARA MAYOR INFORMACIÓN!!
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2023/01/3-1.jpg, https://administracionminini.com/wp-content/uploads/2023/01/2-3.jpg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.40-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.42-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.42-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.41-PM-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.41-PM-2.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.42-PM.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.43-PM-1-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/7-1.jpg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.44-PM-3.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-21-at-7.43.44-PM-2.jpeg",,,,,,,,,0,,Localidades,"San Bernardo",1,1,"Estado de Propiedad",Bueno,1,1,Operación,Venta,1,1,Servicios,"Agua corriente, Calefacción, Electricidad, Gas natural",1,1,Propiedad,Duplex,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,simple,,,"JACO VIII | Mendoza N° 3909 | Costa Azul",1,0,visible,,"<u><strong>EDIFICIO JACO VIII - OPORTUNIDAD EN POZO</strong></u>
\nEdificio de 15 unidades funcionales.
\nDepartamentos de 2 y 3 ambientes de categoria.
\n
\n<strong><u>UBICACIÓN:</u></strong>
\nMendoza 3919, Costa Azul, Partido de La Costa.
\nExcelente ubicación.
\nZona comercial.
\nA 1 Cuadra del Mar!!
\n
\n<u><strong>Comodidades:</strong></u>
\n
\n<strong>DEPARTAMENTOS TIPO ""A""</strong>
\nDormitorio principal
\nSegundo dormitorio
\nBaño
\nLiving comedor
\nEspacio de cocina
\nBalcón con vista al mar
\n
\n<strong>DEPARTAMENTOS TIPO ""B""</strong>
\nDormitorio principal
\nSegundo dormitorio
\nBaño con ante baño
\nLiving comedor
\nEspacio de cocina
\nBalcón frente
\n
\n<strong>DEPARTAMENTOS TIPO ""C"":</strong>
\nDormitorio
\nBaño
\nAnte baño
\nLiving comedor
\nEspacio de cocina
\nBalcón con vista al mar
\n
\n<strong>Se entrega con:</strong>
\nPisos de porcelanato 60×60
\nArtefacto de baño marca capea
\nGriferías de primera marca
\nVanitory colgante
\nCocina y termotanque eléctrico
\nBajo mesada
\nMesada gris mara
\nAberturas línea Moderna
\nPuertas Oblak
\n
\n<strong>UNIDADES DISPONIBLE
\n
\n1ºpiso Depto. ""A"" 3amb. contrafrente lateral __________________U$D 50.000
\n1ºpiso Depto. ""B"" 3amb. frente calle Mendoza________________ VENDIDO
\n1ºpiso Depto. ""C"" 2AMB. C/ COCHERA INCLUIDA_____________VENDIDO
\n
\n2ºpiso Depto. ""A"" 3amb. contrafrente lateral c/ vista al mar______CONSULTAR
\n2ºpiso Depto. ""B"" 3amb. frente calle Mendoza_____________ U$D 50.000 SIN COCHERA
\n2ºpiso Depto. ""C"" 2amb. contra frente c/ vista al mar__________ RESERVADO
\n
\n3ºpiso Depto. ""A"" 3amb. contrafrente lateral c/ vista al mar______ U$D 55.000 SIN COCHERA
\n3ºpiso Depto. ""B"" 3amb. frente calle Mendoza________________ VENDIDO
\n3ºpiso Depto. ""C"" 2amb. contra frente c/ vista al mar___________ USD 50.000 SIN COCHERA
\n
\nCOCHERA descubierta________________U$D 5.0000
\nCOCHERA cubierta___________________U$D 8.0000
\n
\nANTICIPO DEL 30% CON FIRMA DE BOLETO Y SALDO RESTANTE HASTA EN 24 CUOTAS
\n
\nENTREGA DICIEMBRE 2025</strong>
\n
\n<strong>Escuchamos tu propuesta
\nAceptamos vehículos en parte de pago
\nFinanciamos a convenir</strong>",,,taxable,,1,,,0,0,,,,,0,,,,Venta,,,"https://administracionminini.com/wp-content/uploads/2023/01/00568325-01.jpg, https://administracionminini.com/wp-content/uploads/2023/01/00568325-03.jpg, https://administracionminini.com/wp-content/uploads/2023/01/00568325-04.jpg, https://administracionminini.com/wp-content/uploads/2023/01/00568325-05.jpg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2024-04-18-at-10.55.01-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2024-04-18-at-10.55.02-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2024-04-18-at-10.55.05.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2024-04-18-at-10.55.04.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2024-04-18-at-10.55.06-1.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/WhatsApp-Image-2024-04-18-at-10.55.02.jpeg, https://administracionminini.com/wp-content/uploads/2023/01/Scan_page-0001-2-rotated.jpg, https://administracionminini.com/wp-content/uploads/2023/01/10_page-0001-1-rotated.jpg",,,,,,,,,0,,Operación,Venta,1,1,Propiedad,Emprendimientos,1,1,"Cantidad de ambientes",3,1,1,Localidades,"Costa Azul",1,1,"Estado de Propiedad","EN POZO",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,simple,,,"Departamento| Catamarca N° 2025| San Bernardo",1,1,visible,,"<strong>Departamento 2 ambientes a estrenar a 4 cuadras el mar.</strong>
\n
\nUltima Unidad disponible!!!
\n
\nExcelente departamento dos ambientes, ubicado en 2 piso por escalera a estrenar, con amplio balcón interno, ubicado a 4 cuadras del mar en zona muy agradable de San Bernardo. Posee termo eléctrico y placares de melamina, piso de porcelanato. El edificio es todo eléctrico, expensas bajas.
\n
\nCUENTA CON PARRILLA, LAVADERO Y QUINCHO EN LA TERRAZA DE USO COMPARTIDO.
\n
